filename,Raw_successful_fits,Raw_I0_mean,Raw_Tau_mean,Raw_B_mean,Raw_Residuals_Std_mean,Raw_I0_std,Raw_Tau_std,Raw_B_std,Raw_Residuals_Std_std,Raw_I0_min,Raw_Tau_min,Raw_B_min,Raw_Residuals_Std_min,Raw_I0_max,Raw_Tau_max,Raw_B_max,Raw_Residuals_Std_max,Savitzky-Golay_successful_fits,Savitzky-Golay_I0_mean,Savitzky-Golay_Tau_mean,Savitzky-Golay_B_mean,Savitzky-Golay_Residuals_Std_mean,Savitzky-Golay_I0_std,Savitzky-Golay_Tau_std,Savitzky-Golay_B_std,Savitzky-Golay_Residuals_Std_std,Savitzky-Golay_I0_min,Savitzky-Golay_Tau_min,Savitzky-Golay_B_min,Savitzky-Golay_Residuals_Std_min,Savitzky-Golay_I0_max,Savitzky-Golay_Tau_max,Savitzky-Golay_B_max,Savitzky-Golay_Residuals_Std_max,TauPredictor_successful_fits,TauPredictor_I0_mean,TauPredictor_Tau_mean,TauPredictor_B_mean,TauPredictor_Residuals_Std_mean,TauPredictor_I0_std,TauPredictor_Tau_std,TauPredictor_B_std,TauPredictor_Residuals_Std_std,TauPredictor_I0_min,TauPredictor_Tau_min,TauPredictor_B_min,TauPredictor_Residuals_Std_min,TauPredictor_I0_max,TauPredictor_Tau_max,TauPredictor_B_max,TauPredictor_Residuals_Std_max
processed_data_batch_11.npz,150,0.34344249932630294,139.67052044786874,0.01884524720711378,0.003021141318628735,0.013323111720597003,0.6875602446636105,0.0001104779064992408,7.861632987901071e-05,0.2552966274403889,137.8253732178896,0.018238942368025216,0.002898828855049061,0.3591426419722041,146.98777734779753,0.019216458568384935,0.0035790784997881127,150,0.3434441672495939,139.6698323333044,0.01884525899667181,0.0006262616098125961,0.013322051189294276,0.6878104050829037,0.0001106467553373081,0.00015474545158110077,0.25535306203494,137.84031284819872,0.018237224680820705,0.0005251493980412403,0.3591552924196578,146.9900466789952,0.019217469418978863,0.002067520912022219,150,0.0,139.81503,0.0,0.0,0.0,0.9187174,0.0,0.0,0,135.20905,0,0,0,147.00308,0,0
processed_data_batch_12.npz,150,0.34190288671158053,138.93906072435817,0.018855271466519472,0.003100635048983582,0.01271747946124354,3.4477392548801618,0.00032653530620118683,0.00043077205251757845,0.267940737146692,114.59990918117091,0.016882889032018133,0.0028983524418249584,0.3547659693036405,154.72048452791228,0.020643304770137132,0.006223057676313988,150,0.341903191583732,138.93910485433472,0.01885517660790872,0.0007567004570361841,0.012718545035264447,3.448695272638094,0.0003266823716279167,0.0007041285578850947,0.26793815043301394,114.6010396209713,0.016880173560137938,0.0005075428632409822,0.3547772659161223,154.73418945040962,0.020641942640281435,0.005439544167879257,150,0.0,139.09262,0.0,0.0,0.0,3.6376078,0.0,0.0,0,109.421616,0,0,0,152.85081,0,0
processed_data_batch_13.npz,150,0.3410307282228817,139.13150225146185,0.018750065995122432,0.003049440750411544,0.012268751705435416,1.7854809221594268,0.000210862379548391,0.0002278494046507348,0.25443572222447114,123.21256693586788,0.017820501110572352,0.0029039440048011364,0.3694622247905685,145.92491070750106,0.020282624705725935,0.004834353022154143,150,0.3410317514609252,139.1308890243381,0.018750166113106103,0.0006970347872507862,0.012267019382027738,1.7868212204421314,0.00021061452140715123,0.0004066740149913567,0.2544420942144442,123.17990002052689,0.01782428424464592,0.0004972697101468768,0.36950647013397925,145.90196857327305,0.020285510078277013,0.0037353313528592086,150,0.0,139.14815,0.0,0.0,0.0,2.0973985,0.0,0.0,0,120.41627,0,0,0,149.40045,0,0
processed_data_batch_14.npz,150,0.33784666749510767,138.18064686477223,0.018710170530760347,0.003043815242521749,0.01310887425419341,1.9424482872040387,0.0002516407489895525,0.00015947795313857015,0.24914507876872183,124.7746089142427,0.017421284626991305,0.00288260227365758,0.3975177208664587,153.92842771420138,0.020126526437449346,0.0041001144184263,150,0.33784550945100517,138.18111143134703,0.01871003795497576,0.0006896258188152323,0.013100477066299611,1.9439547046421823,0.00025179268262507726,0.00032360227460254425,0.24926999119825569,124.77615072096913,0.017419686266010023,0.0004963092638019178,0.39752123562018216,153.93577782614773,0.020125711300387653,0.0028226449336125376,150,0.0,138.1512,0.0,0.0,0.0,1.7382381,0.0,0.0,0,126.966156,0,0,0,149.01593,0,0
processed_data_batch_15.npz,150,0.3088912750899553,131.69789877657823,0.018948403476735966,0.003021186695450547,0.009756332497773806,1.3365808623451678,0.00019784040267003,0.0001468899578274074,0.23887511633965178,118.6003434842142,0.018342235429183364,0.0028374335071016206,0.32348007289695707,135.2572136856545,0.019463515285024,0.004345226837343724,150,0.3088926044374596,131.69709244357063,0.01894855642169691,0.0006639823766676256,0.009753220306990483,1.33903980798928,0.00019784719862410178,0.00028854949180858006,0.23889119420683372,118.57525988507821,0.018346276343843056,0.0005077369516421424,0.32353758773555863,135.25157382789922,0.019466740385306457,0.003101528216745843,150,0.0,131.45024,0.0,0.0,0.0,1.2479709,0.0,0.0,0,120.72043,0,0,0,133.99544,0,0
processed_data_batch_16.npz,150,0.22475161965340307,112.49705587145148,0.019317148775044878,0.002951754975486563,0.007782744221912811,1.3437602058551574,0.0002481155053186423,7.785343740771442e-05,0.1984175747054473,102.22863522737904,0.018862210040968434,0.002826817017035303,0.2801595917292863,116.0702375777123,0.020080651309384995,0.003403583862912945,150,0.22475368785600522,112.49569665269225,0.01931733506719661,0.0006014009370096918,0.007782241450441313,1.3442809380584113,0.000248269124903137,0.00013548640978344203,0.19842440542060735,102.22232308704587,0.01886289862668445,0.0004943824987840279,0.2801579446601983,116.07770242289807,0.020080395287031372,0.0016087798478554816,150,0.0,112.337524,0.0,0.0,0.0,1.1419727,0.0,0.0,0,105.64612,0,0,0,115.84744,0,0
processed_data_batch_17.npz,150,0.11462084356377224,86.72065055472935,0.019733943851387114,0.002907727332096432,0.005809622385138589,0.8649578983824607,0.0001272544163064539,6.80364230931979e-05,0.09357061544257769,84.89925242191542,0.019422818810803672,0.002761187593152044,0.15889935538222133,91.79161470669341,0.020142265646562064,0.0032247072629272102,150,0.11462337521027213,86.71852643055284,0.019734099037765143,0.0005693929866842375,0.0058127422400691825,0.865749598224286,0.00012729725939035453,7.74806642389384e-05,0.09357975652905184,84.89971480745629,0.01942212624420761,0.0004849446336474012,0.1589851029773861,91.79837839362337,0.020143252374830913,0.0013086948798651857,150,0.0,85.795525,0.0,0.0,0.0,1.6521751,0.0,0.0,0,79.23901,0,0,0,96.808174,0,0
processed_data_batch_18.npz,150,0.06377081299510742,72.18760329640624,0.020420606698125635,0.002885659167880681,0.001676778709661842,0.6648793404884852,0.00026325652357228976,6.230688653612492e-05,0.05555007626789302,70.31411767268156,0.019828172990885767,0.002777621186486441,0.06767944371175612,73.93864144247736,0.020943730919133173,0.0030594780629649614,150,0.06377186584976526,72.18643822630824,0.020420615634665698,0.0005576297962866076,0.00167570816906422,0.6636321930959885,0.00026317507666365236,3.567896961139534e-05,0.05555152187965733,70.33284768144463,0.01982961126580748,0.00047740199357297765,0.0676571703763318,73.95252296591917,0.020943517012572337,0.0007121698888962007,150,0.0,70.60883,0.0,0.0,0.0,0.938757,0.0,0.0,0,67.571815,0,0,0,73.718445,0,0
processed_data_batch_19.npz,150,0.0751931268734999,75.95089479903368,0.021173942590142724,0.0028816631081040375,0.002937819237313871,0.6881104082418401,0.00020911825072553644,5.7640722414118926e-05,0.06511203962511465,74.31033417021467,0.02069371716950379,0.0027597771829284863,0.08119228454489102,77.55034589061734,0.021592544459594337,0.0029994502064713915,150,0.0751922144440977,75.95148445231176,0.02117397928290452,0.0005572766360243007,0.0029386228330286076,0.6876240164805044,0.0002091826370921446,3.14909025665647e-05,0.06506530248667927,74.34311335856765,0.020693209915575585,0.00047456160473339837,0.08120515216120007,77.54323603100651,0.021592344078113196,0.0006408434779560958,150,0.0,75.52143,0.0,0.0,0.0,1.3337877,0.0,0.0,0,72.648186,0,0,0,79.37776,0,0
processed_data_batch_20.npz,150,0.1548808927928593,96.66090383513311,0.021571737136256656,0.002915915928263235,0.005453566044877445,1.1579552981745178,0.00012016833259498583,5.999673204379934e-05,0.13733521882660238,93.84440070104642,0.021235230858864088,0.0027922085409293144,0.16626450124208433,98.59233229631228,0.02186994115592157,0.003028854267509693,150,0.1548802322759324,96.66139436509133,0.02157164277717535,0.0005666902453697575,0.0054514678922558514,1.1600702509090888,0.00012009671677630547,3.436121896130661e-05,0.137320770057198,93.82339515161843,0.021235068011062765,0.0004960622052912703,0.166226459862997,98.59661076266376,0.021869084831553337,0.0006614397534959777,150,0.0,95.83441,0.0,0.0,0.0,1.2272426,0.0,0.0,0,93.268295,0,0,0,99.4288,0,0
