filename,successful_fits,I0_count,I0_mean,I0_std,I0_min,I0_25%,I0_50%,I0_75%,I0_max,Tau_count,Tau_mean,Tau_std,Tau_min,Tau_25%,Tau_50%,Tau_75%,Tau_max,B_count,B_mean,B_std,B_min,B_25%,B_50%,B_75%,B_max,Residuals_std_count,Residuals_std_mean,Residuals_std_std,Residuals_std_min,Residuals_std_25%,Residuals_std_50%,Residuals_std_75%,Residuals_std_max
processed_data_batch_11.npz,150,150,1.4411406689020387,0.048855770714494866,1.1015618258434408,1.436471017715478,1.4539923796243817,1.4656095691157878,1.5044796043467314,150,139.4806554719155,1.0340470654189846,127.57683109021649,139.31530087828438,139.5837421916939,139.79733368015798,140.65967394728995,150,0.018860719296670148,0.00020199685611298063,0.018138990808021692,0.01879025839140881,0.018849311877693495,0.018914169266345524,0.020738821443136064,150,0.0033320288229827474,0.00042966204916745806,0.0031574624162771583,0.003249873814559305,0.0032967597908464953,0.0033310501386303263,0.008458992784387161
processed_data_batch_12.npz,150,150,1.4374578886408647,0.04923686975352412,1.1125275492066948,1.4208663878509387,1.4507674639658301,1.4680551087098597,1.4903241847010134,150,139.28439984210962,0.9238138230348648,131.02550324811307,139.0935892006521,139.39220346548075,139.59210556250588,142.58905390718837,150,0.018772774590304606,0.0003371989259937656,0.01677407091506784,0.018749084897208335,0.018820147247418612,0.018885494659647742,0.019952438600933986,150,0.0034563572326705306,0.0008701462142685971,0.003163804149414289,0.003242820189853028,0.0032922279514058708,0.0033387667271442467,0.01176952917286547
processed_data_batch_13.npz,150,150,1.4421851663832173,0.03611540990021451,1.25872670572438,1.431418202068168,1.452365918920541,1.465679649482107,1.5098448370601145,150,138.78259279584555,2.121995129613909,120.33405557024425,138.81266702376408,139.01847095274604,139.24780917996247,143.0553740172198,150,0.018784441239589108,0.0003537548469837426,0.017585611797601132,0.018673433816073802,0.018736509632496172,0.01882563489395486,0.021446551909233367,150,0.003509158739260405,0.0013186446150901146,0.003142059639940361,0.0032371336280878193,0.0032727711256167868,0.0033480906427582214,0.015517712292662108
processed_data_batch_14.npz,150,150,1.4362897440351348,0.04414163413562437,1.197186868282537,1.4250428753599549,1.44877824055196,1.4638005706388821,1.4938396245662846,150,138.26622838913343,1.9903637910412024,128.28921625421586,137.8854268909443,138.1054590306215,138.38735247353716,158.45692060627027,150,0.01866276455794863,0.0004030741243371689,0.014872396471929892,0.018622464957623368,0.01868728478024212,0.018742403137125788,0.02000175065611228,150,0.0035152485679177956,0.001219881029958405,0.003145698732880766,0.003241641166704049,0.003283539502049485,0.0033507629167664017,0.015309923705529482
processed_data_batch_15.npz,150,150,1.4107415408875794,0.037576094661984465,1.1837451282643572,1.3940593315119894,1.4197688544035005,1.4356240651437187,1.459713804641476,150,131.63804612569578,1.495016785113415,114.11811237292179,131.48559771028147,131.71135745562248,131.98967499586686,133.05357228017806,150,0.018953707710904717,0.0004157302620930079,0.017204815963639722,0.018791350834972208,0.01892823624931779,0.019097227208998487,0.02286041101064428,150,0.003382967331381995,0.0010575960423564962,0.0031191918053049368,0.003218889446992002,0.003254026479921593,0.0033216373489507274,0.016010256903058462
processed_data_batch_16.npz,150,150,1.3267626512902326,0.033908339059396705,1.175005710962931,1.3175955471465717,1.3344401971763369,1.3484737570081349,1.3718135223219379,150,112.58306557729406,0.8512103965083576,111.21218968816463,112.08145073290792,112.4752510635546,112.96411571449939,119.69051064940682,150,0.019303113906469733,0.0002675721675399031,0.018540658646403058,0.019052555055574315,0.019366453747355662,0.019517556493928608,0.019962669343494763,150,0.0032834930733161185,0.000612576016100879,0.003062726872379394,0.0031421033792350225,0.0031784479587775114,0.0032362363495048885,0.00888970572508771
processed_data_batch_17.npz,150,150,1.1552275607488411,0.033422454127733946,1.0197214514508184,1.1459280651369543,1.164288091081358,1.1766601347226795,1.2061005207209063,150,86.43342816765784,1.3335468751207347,73.28117163982444,85.92140090002057,86.35010476788725,86.9986976723862,90.25891260907376,150,0.019764215591730323,0.00026355002003372526,0.01936328943266804,0.01964968703940392,0.019742362932492447,0.019825897713326553,0.022190822961883665,150,0.0032098672250261153,0.0009564664366365493,0.0029620930146883823,0.0030429878837603904,0.0030926503412253325,0.0031427579963210985,0.013461013042765273
processed_data_batch_18.npz,150,150,1.0288696266971287,0.024066136629279936,0.9207790225262074,1.0221269382794722,1.0346733000594472,1.0413317674809688,1.067675856494354,150,71.8748233761936,0.3690432321767756,68.62667311308208,71.690430594301,71.8389302134774,72.07229989887954,72.48554077261538,150,0.020430993840998214,0.0002661846048718801,0.019812935356500604,0.020247045731512033,0.02045564319438622,0.02065369653924514,0.02095726497839358,150,0.003051349585375087,0.0002391480026810433,0.002915769570487212,0.0029841213420234137,0.003026814349462748,0.0030864680023417385,0.005865684712152525
processed_data_batch_19.npz,150,150,1.0622615141120073,0.03496813516173591,0.9147686403185835,1.0522941017634406,1.0715959466178862,1.0827544405648568,1.11134533479286,150,75.56801983023766,0.5140304263543454,74.44494526577496,75.23305590760557,75.60219039212515,75.91454269705791,78.17849728275955,150,0.02117860020737357,0.00021079410502857683,0.02039361664258374,0.0210533733871387,0.021180359486038795,0.021357831572377722,0.02152636290479748,150,0.003055190899401267,0.00017870672646326082,0.002939615701130434,0.0029986660449022925,0.003027068366207926,0.003093680180410242,0.00512290314346033
processed_data_batch_20.npz,150,150,1.2317723664291786,0.03016233204049251,1.0879119455637236,1.2228966201104294,1.2373895639846961,1.251620993583618,1.274603035182078,150,96.4616628170995,1.0376999373426103,93.78655803634841,95.71706538658594,96.62526949928188,97.31067260339006,98.32339729727572,150,0.02157974647035591,0.00012041900301642809,0.0212198165972616,0.02150678541387112,0.021585474347731646,0.02165941635715275,0.021899276020453724,150,0.003124650455332988,5.724159233427893e-05,0.003004165748018961,0.0030808546516736804,0.0031170814369042127,0.003172218219745971,0.003236367956320095
